instruction,response,output,prompt,history,summary,his_len,type
I couldn’t see the direction. I was hiding inside my house,"I’m so sorry to hear that. It’s good that you’re safe.
",Do you have a description of the person?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I couldn’t see the direction. I was hiding inside my house
Dispatcher:",[],,7,SuspiciousActivity
thanks,"You are welcome
",Ok. Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was taking a pee behind his front door. And the front door was opened
Dispatcher: But you saw the person urinate in front of your house? did you see what he was wearing? 
 User: No. It was behind the van front door. And the van front door was opened. And i saw one person was standing behind the van and urinated
Dispatcher: An officer is in the area. Can he speak with you directly? 
 User: Yeah. But I won’t go out
Dispatcher: He will come to your door 
 User: thanks
Dispatcher:","[['He was taking a pee behind his front door. And the front door was opened', 'But you saw the person urinate in front of your house? did you see what he was wearing?'], ['No. It was behind the van front door. And the van front door was opened. And i saw one person was standing behind the van and urinated', 'An officer is in the area. Can he speak with you directly?'], ['Yeah. But I won’t go out', 'He will come to your door']]",,16,SuspiciousActivity
Red polo shirt*,"Blue polo shirt
",Thank you contacting [ORG]. Where did you last see him?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Red polo shirt*
Dispatcher:",[],,1,SuspiciousActivity
Tried to avoid him as I got home,"I'm sorry to hear that.
",Did you want to meet with an officer?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Tried to avoid him as I got home
Dispatcher:",[],,3,SuspiciousActivity
Thank you I[PERSON] giving them a call right now.,"Good luck.
",No worries. If you ever feel unsafe you can always make contact with the driver or call this number directly and of course you can always report it to this app.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thanks
Dispatcher: Big Blue Bus Dispatch ###-###-#### 
 User: Thank you I[PERSON] giving them a call right now.
Dispatcher:","[['Thanks', 'Big Blue Bus Dispatch ###-###-####']]",,8,SuspiciousActivity
"Nope, she just said he is harassing passerbys","Okay, and did he say anything to you?
","Okay, thank you. We have an officer on the way. Would you like the officer to contact you?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: & explained it to me so I[ORG] just reporting it secondhand
Dispatcher: Okay, and did your supervisor know if he has any bags or possible weapons on him? 
 User: Nope, she just said he is harassing passerbys
Dispatcher:","[['& explained it to me so I[ORG] just reporting it secondhand', 'Okay, and did your supervisor know if he has any bags or possible weapons on him?']]",,7,SuspiciousActivity
"Yes, looks like it","Do you have the suitcase with you?
",Thank you . We are sending officers. Are you able to meet with officers?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Did you see the photo?
Dispatcher: Yes I saw the photo. It is a lock wire connecting the suitcase to the bench correct? 
 User: Yes, looks like it
Dispatcher:","[['Did you see the photo?', 'Yes I saw the photo. It is a lock wire connecting the suitcase to the bench correct?']]",,9,SuspiciousActivity
But the boxes are opened not sealed,"I see. What is the problem?
",Did you want officer contact?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But the boxes are opened not sealed
Dispatcher:",[],,5,SuspiciousActivity
Blue and black,"Red and white
",[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Blue and black
Dispatcher:",[],,5,SuspiciousActivity
He’s white. He looks mid ##s. [PERSON] jeans and a T-shirt. He’s wearing a hat I think,"Okay, what’s he doing?
","Thank you, is he standing near the dumpsters?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He’s like standing on top of the wall and just staring at people while they walk by
Dispatcher: Can you describe this person? Race, age, clothing description? 
 User: He’s white. He looks mid ##s. [PERSON] jeans and a T-shirt. He’s wearing a hat I think
Dispatcher:","[['He’s like standing on top of the wall and just staring at people while they walk by', 'Can you describe this person? Race, age, clothing description?']]",,5,SuspiciousActivity
