instruction,response,output,prompt,history,summary,his_len,type
they dispersed.,"I'm sorry, I didn't catch that.
",okay,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they dispersed.
Dispatcher:",[],,9,DrugsAlcohol
over the phone,"over the phone
",are you willing to speak in person or only over the phone?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: over the phone
Dispatcher:",[],,4,DrugsAlcohol
saw it at ###,"What is your name?
",With the drinks?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: saw it at ###
Dispatcher:",[],,4,DrugsAlcohol
perfect. thank you so much. I will have another chat with her,"You are welcome. Please let us know if you need anything else.
",Your welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: perfect. thank you so much. I will have another chat with her
Dispatcher:",[],,5,DrugsAlcohol
It's getting a little out of hand.,"What seems to be the problem?
","Thank you for the information, we are sending officers up.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It's getting a little out of hand.
Dispatcher:",[],,5,DrugsAlcohol
also I would like to remain anonymous please,"Ok, I understand. Please tell me what is happening.
","Of course, these reports remain anonymous.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: it is like a fire plAce
Dispatcher: Please confirm that this is [PERSON] ### 
 User: also I would like to remain anonymous please
Dispatcher:","[['it is like a fire plAce', 'Please confirm that this is [PERSON] ###']]",,8,DrugsAlcohol
"It just started again. And no thank you, I would like to keep it anonymous.","Okay. You are reporting a crime in progress. Can you describe what you are seeing?
",Would you like contact with the responding officers?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It just started again. And no thank you, I would like to keep it anonymous.
Dispatcher:",[],,5,DrugsAlcohol
second row #th seat ftom front,"dispatcher
","[ACRONYM],[ACRONYM] [ACRONYM] [ACRONYM] OFFICER [ACRONYM] [ACRONYM] .","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: second row #th seat ftom front
Dispatcher:",[],,3,DrugsAlcohol
do you know around when?,"yes, we'll be there in 10 minutes.
",He will be knocking on the door in just a few seconds.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: do you know around when?
Dispatcher:",[],,11,DrugsAlcohol
No I can't,"Have you ever seen him smoking marijuana before?
",Do you know which room he is in?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't know if he still lives here
Dispatcher: Thank you for the information. Are you currently able to see that he is smoking marijuana? 
 User: No I can't
Dispatcher:","[[""I don't know if he still lives here"", 'Thank you for the information. Are you currently able to see that he is smoking marijuana?']]",,7,DrugsAlcohol
yes,"Okay, I'll send an officer over. 
",May I ask what the safety concern is?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he said he is smoking weed and he is high
Dispatcher: Thank you. Did he mention exactly where he was... i.e. his room? 
 User: yes he did
Dispatcher: Are you concerned for his safety? 
 User: yes
Dispatcher:","[['he said he is smoking weed and he is high', 'Thank you. Did he mention exactly where he was... i.e. his room?'], ['yes he did', 'Are you concerned for his safety?']]",,16,DrugsAlcohol
thank you.,"You're welcome.
",That is okay we can still make the notification. Thank you for letting us know.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you.
Dispatcher:",[],,5,DrugsAlcohol
she went in building #,"Thank you for keeping us up to date. 
",Ok,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I took a picture but I don't think I can send it
Dispatcher: We have an officer in route now. Thank you again for keeping us up to date. 
 User: she went in building #
Dispatcher:","[[""I took a picture but I don't think I can send it"", 'We have an officer in route now. Thank you again for keeping us up to date.']]",,10,DrugsAlcohol
Was there any luck?,"[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]
",They are out there now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: incorrect number ###
Dispatcher: [ACRONYM], [ORG] [ACRONYM] [ACRONYM] [ACRONYM] 
 User: Was there any luck?
Dispatcher:","[['incorrect number ###', '[ACRONYM], [ORG] [ACRONYM] [ACRONYM] [ACRONYM]']]",,3,DrugsAlcohol
