instruction,response,output,prompt,history,summary,his_len,type
i didnt see the shooter. i only heard the shots.i dont know how many shooters there are,"Is there a shooter in the building? 
",Thank you for the information-We have officers inside the building checking each floor. Do you know the room number where you are located?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: correction, it sounded like the shots were on the first floor
Dispatcher: You have reached [ORG]. Where is the shooter at this time? 
 User: i dont know. im hiding under my desk and cant see anytging and dont hear anymore shots
Dispatcher: We have officers on the exterior of the building. Do you have a subject description and are there more than one shooter? 
 User: i didnt see the shooter. i only heard the shots.i dont know how many shooters there are
Dispatcher:","[['correction, it sounded like the shots were on the first floor', 'You have reached [ORG]. Where is the shooter at this time?'], ['i dont know. im hiding under my desk and cant see anytging and dont hear anymore shots', 'We have officers on the exterior of the building. Do you have a subject description and are there more than one shooter?']]",,5,EmergencyMessage
in suite ###,"in suite ###
",No-[UNK-NNP] do not exit until asked to leave,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: in suite ###
Dispatcher:",[],,8,EmergencyMessage
thank you,"you are welcome
",can you call [ORG],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I do not live on campus.
Dispatcher: I will contact [ACRONYM] 
 User: thank you
Dispatcher:","[['I do not live on campus.', 'I will contact [ACRONYM]']]",,8,EmergencyMessage
sorry I don't think this is an emergency.,"ok. What is your concern?
",Thank you for contacting [ORG]. No they are not . We are sending one of our patrol officers down there now. Do you have a description of the solicitor?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: sorry I don't think this is an emergency.
Dispatcher:",[],,1,EmergencyMessage
I didnt see your message I apologize,"No problem, I'll resend it.
",No problem. Thank you again. Glad to be of service.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I didnt see your message I apologize
Dispatcher:",[],,13,EmergencyMessage
It's till a bit of noise. did you guys send the [UNK-NNP]'s?,"Yes, we sent the [UNK-NNP]'s.
",I did send the [NORP] over once already. Is it loud enough where I need to send them again?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It's till a bit of noise. did you guys send the [UNK-NNP]'s?
Dispatcher:",[],,3,EmergencyMessage
that's what he said,"I'm sorry to hear that.
",I have an officer on the way. Is this person known to carry weapons?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: that's what he said
Dispatcher:",[],,15,EmergencyMessage
can u get a ride back to my dorm? im in overflow right side with my lights on.,"What's the problem?
",I'll send the shuttle that way,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: can u get a ride back to my dorm? im in overflow right side with my lights on.
Dispatcher:",[],,5,EmergencyMessage
Thank you!,"You're welcome.
",Thank you for the tip. I will send someone to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you!
Dispatcher:",[],,1,EmergencyMessage
thank u,"Hello, this is dispatcher, what is your emergency?
",Per our shift commander you will need to contact safe cats. The number is ###-####.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: and its cold out for safe cats..
Dispatcher: I'll contact my shift supervisor, hold on just a few. 
 User: thank u
Dispatcher:","[['and its cold out for safe cats..', ""I'll contact my shift supervisor, hold on just a few.""]]",,9,EmergencyMessage
